LCARD_NAMES.COMP_TIME;LCARD_NAMES.CH0MEAN;LCARD_NAMES.CH1MEAN;LCARD_NAMES.CH2MEAN;LCARD_NAMES.CH3MEAN;LCARD_NAMES.CH0STD;LCARD_NAMES.CH1STD;LCARD_NAMES.CH2STD;LCARD_NAMES.CH3STD;LCARD_NAMES.CH0MIN;LCARD_NAMES.CH1MIN;LCARD_NAMES.CH2MIN;LCARD_NAMES.CH3MIN;LCARD_NAMES.CH0MAX;LCARD_NAMES.CH1MAX;LCARD_NAMES.CH2MAX;LCARD_NAMES.CH3MAX;LCARD_NAMES.CH0RAW;LCARD_NAMES.CH1RAW;LCARD_NAMES.CH2RAW;LCARD_NAMES.CH3RAW;KORAD_NAMES.KORAD_TIME;KORAD_NAMES.VOLTAGE;KORAD_NAMES.CURRENT;Ua;Ia;Imin;sigmaI;;CommandTable
1740928741.5448859;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928741.5676014;None;None;None;None
1740928741.6413743;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928741.7005963;None;None;None;None
1740928741.7708316;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928741.8404634;None;None;None;None
1740928741.9259338;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928741.9767325;None;None;None;None
1740928742.043846;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.120859;None;None;None;None
1740928742.2029667;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.254962;None;None;None;None
1740928742.3553293;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.3976378;None;None;None;None
1740928742.4796276;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.5355098;None;None;None;None
1740928742.6047983;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.679688;None;None;None;None
1740928742.7708688;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.8236902;None;None;None;None
1740928742.9278598;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928742.9686418;None;None;None;None
1740928743.0819116;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928743.0964363;None;None;None;None
1740928743.2011027;nan;nan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;1740928743.2433143;None;None;None;None
